Cluster_1,Cluster_2,Cluster_3,Cluster_4,Cluster_5,Cluster_6,Cluster_7,Cluster_8,lat,long,coast,elev,pop
0.943,0.011,0.005,0.004,0.009,0.012,0.013,0.002,-6.5861,147.8072,0.009420071,186,31
0.018,0.091,0.01,0.003,0.743,0.027,0.103,0.005,-6.5861,147.8072,0.009420071,186,31
0.087,0.262,0.043,0.003,0.056,0.528,0.016,0.006,-6.5861,147.8072,0.009420071,186,31
0.03,0.766,0.021,0.003,0.088,0.07,0.019,0.004,-6.5861,147.8072,0.009420071,186,31
0.062,0.301,0.014,0.002,0.026,0.543,0.013,0.04,-6.5861,147.8072,0.009420071,186,31
0.066,0.068,0.016,0.047,0.015,0.15,0.633,0.007,-6.5861,147.8072,0.009420071,186,31
0.012,0.54,0.012,0.004,0.032,0.378,0.016,0.006,-5.664864,145.501591,0.321724565,177,4
0.007,0.005,0.005,0.001,0.002,0.004,0.971,0.003,-10.5639,150.7522,0.000113395,11,10
0.111,0.668,0.017,0.003,0.041,0.113,0.019,0.026,-3.9281,144.0686,0.094548305,78,2
0.017,0.564,0.018,0.01,0.102,0.262,0.023,0.004,-3.9281,144.0686,0.094548305,78,2
0.35,0.471,0.007,0.019,0.041,0.089,0.019,0.004,-6.5861,147.8072,0.009420071,186,31
0.966,0.006,0.004,0.003,0.007,0.005,0.004,0.004,-2.0285,147.1688,0.030884033,83,12
0.969,0.005,0.005,0.002,0.004,0.005,0.004,0.005,-2.0285,147.1688,0.030884033,83,12
0.969,0.004,0.005,0.002,0.005,0.007,0.004,0.004,-2.0285,147.1688,0.030884033,83,12
0.968,0.005,0.007,0.002,0.005,0.006,0.004,0.004,-2.0285,147.1688,0.030884033,83,12
0.96,0.008,0.005,0.004,0.01,0.006,0.004,0.003,-2.0285,147.1688,0.030884033,83,12
0.548,0.206,0.027,0.007,0.138,0.051,0.014,0.01,-2.0285,147.1688,0.030884033,83,12
0.073,0.431,0.171,0.004,0.018,0.281,0.016,0.006,-2.0285,147.1688,0.030884033,83,12
0.962,0.006,0.004,0.004,0.009,0.007,0.005,0.003,-2.0285,147.1688,0.030884033,83,12
0.969,0.005,0.005,0.003,0.005,0.005,0.004,0.004,-2.0285,147.1688,0.030884033,83,12
0.966,0.005,0.004,0.004,0.007,0.006,0.005,0.003,-2.0285,147.1688,0.030884033,83,12
0.02,0.884,0.006,0.004,0.032,0.027,0.022,0.005,-2.0701,147.2553,0.018598001,76,12
0.014,0.849,0.005,0.01,0.048,0.04,0.021,0.013,-2.0701,147.2553,0.018598001,76,12
0.013,0.89,0.006,0.004,0.03,0.031,0.021,0.005,-2.0701,147.2553,0.018598001,76,12
0.088,0.437,0.067,0.003,0.079,0.148,0.176,0.002,-2.666,150.6395,0.003063222,16,7
0.008,0.009,0.957,0.007,0.006,0.006,0.006,0.002,-2.666,150.6395,0.003063222,16,7
0.007,0.009,0.949,0.008,0.009,0.009,0.005,0.004,-2.666,150.6395,0.003063222,16,7
0.024,0.013,0.919,0.002,0.009,0.021,0.009,0.003,-2.666,150.6395,0.003063222,16,7
0.118,0.031,0.725,0.002,0.012,0.086,0.015,0.011,-2.666,150.6395,0.003063222,16,7
0.346,0.151,0.063,0.036,0.019,0.062,0.318,0.004,-2.666,150.6395,0.003063222,16,7
0.288,0.286,0.234,0.01,0.017,0.036,0.128,0.002,-2.666,150.6395,0.003063222,16,7
0.008,0.008,0.943,0.007,0.01,0.013,0.007,0.004,-2.666,150.6395,0.003063222,16,7
0.276,0.121,0.105,0.005,0.046,0.421,0.013,0.012,-2.666,150.6395,0.003063222,16,7
0.006,0.007,0.951,0.007,0.009,0.01,0.006,0.004,-2.666,150.6395,0.003063222,16,7
0.039,0.036,0.033,0.002,0.028,0.794,0.006,0.064,-2.666,150.6395,0.003063222,16,7
0.036,0.067,0.115,0.013,0.02,0.018,0.725,0.006,-2.666,150.6395,0.003063222,16,7
0.068,0.048,0.464,0.017,0.139,0.106,0.149,0.009,-2.666,150.6395,0.003063222,16,7
0.01,0.008,0.937,0.005,0.003,0.004,0.021,0.011,-2.829,151.0638,0.010248778,119,13
0.036,0.234,0.634,0.004,0.04,0.039,0.01,0.003,-2.829,151.0638,0.010248778,119,13
0.018,0.009,0.81,0.003,0.004,0.007,0.14,0.007,-2.829,151.0638,0.010248778,119,13
0.055,0.274,0.429,0.006,0.038,0.1,0.089,0.009,-2.829,151.0638,0.010248778,119,13
0.042,0.056,0.741,0.005,0.014,0.01,0.127,0.006,-2.829,151.0638,0.010248778,119,13
0.025,0.185,0.451,0.002,0.009,0.31,0.014,0.004,-3.9813,152.8546,0.0000584,164,10
0.065,0.03,0.03,0.006,0.007,0.791,0.057,0.015,-3.9813,152.8546,0.0000584,164,10
0.005,0.004,0.961,0.009,0.007,0.007,0.004,0.004,-3.9813,152.8546,0.0000584,164,10
0.807,0.074,0.028,0.002,0.012,0.011,0.015,0.052,-3.9813,152.8546,0.0000584,164,10
0.009,0.027,0.013,0.001,0.013,0.033,0.9,0.003,-3.9813,152.8546,0.0000584,164,10
0.747,0.035,0.067,0.004,0.016,0.049,0.077,0.006,-3.9813,152.8546,0.0000584,164,10
0.011,0.084,0.072,0.002,0.018,0.057,0.75,0.005,-3.9813,152.8546,0.0000584,164,10
0.008,0.009,0.955,0.006,0.005,0.009,0.007,0.003,-3.9813,152.8546,0.0000584,164,10
0.007,0.01,0.012,0.001,0.01,0.011,0.947,0.003,-3.9813,152.8546,0.0000584,164,10
0.005,0.007,0.936,0.004,0.004,0.005,0.038,0.002,-3.9813,152.8546,0.0000584,164,10
0.281,0.096,0.183,0.002,0.01,0.307,0.114,0.006,-3.9813,152.8546,0.0000584,164,10
0.008,0.012,0.02,0.002,0.006,0.023,0.928,0.002,-3.9813,152.8546,0.0000584,164,10
0.005,0.004,0.954,0.015,0.004,0.005,0.01,0.003,-3.9813,152.8546,0.0000584,164,10
0.005,0.014,0.013,0.001,0.007,0.01,0.946,0.004,-3.9813,152.8546,0.0000584,164,10
0.005,0.008,0.95,0.007,0.007,0.011,0.006,0.006,-3.9813,152.8546,0.0000584,164,10
0.023,0.054,0.311,0.007,0.278,0.298,0.026,0.004,-3.9813,152.8546,0.0000584,164,10
0.025,0.147,0.087,0.003,0.684,0.034,0.011,0.009,-3.9281,144.0686,0.094548305,78,2
0.048,0.489,0.047,0.008,0.022,0.299,0.086,0.002,-2.0701,147.2553,0.018598001,76,12
0.028,0.484,0.048,0.007,0.024,0.339,0.068,0.002,-2.0701,147.2553,0.018598001,76,12
0.013,0.016,0.931,0.003,0.006,0.016,0.012,0.003,-3.9813,152.8546,0.0000584,164,10
0.029,0.156,0.503,0.011,0.097,0.071,0.129,0.004,-3.9813,152.8546,0.0000584,164,10
0.1,0.051,0.284,0.007,0.01,0.234,0.277,0.037,-3.9813,152.8546,0.0000584,164,10
0.011,0.015,0.93,0.002,0.006,0.014,0.018,0.004,-3.9813,152.8546,0.0000584,164,10
0.643,0.02,0.037,0.005,0.021,0.011,0.234,0.029,-3.9813,152.8546,0.0000584,164,10
0.023,0.011,0.821,0.006,0.008,0.018,0.013,0.099,-3.9813,152.8546,0.0000584,164,10
0.878,0.013,0.033,0.011,0.007,0.009,0.038,0.011,-3.9813,152.8546,0.0000584,164,10
0.006,0.008,0.01,0.002,0.005,0.02,0.944,0.004,-3.9813,152.8546,0.0000584,164,10
0.594,0.11,0.137,0.005,0.046,0.06,0.012,0.036,-3.9813,152.8546,0.0000584,164,10
0.087,0.301,0.342,0.005,0.175,0.059,0.029,0.002,-3.9813,152.8546,0.0000584,164,10
0.014,0.031,0.897,0.002,0.006,0.033,0.014,0.004,-3.9813,152.8546,0.0000584,164,10
0.427,0.021,0.433,0.016,0.008,0.019,0.051,0.025,-3.9813,152.8546,0.0000584,164,10
0.671,0.035,0.091,0.016,0.019,0.099,0.039,0.031,-3.9813,152.8546,0.0000584,164,10
0.007,0.006,0.934,0.016,0.007,0.013,0.006,0.012,-3.9813,152.8546,0.0000584,164,10
0.003,0.003,0.967,0.009,0.004,0.005,0.004,0.004,-3.9813,152.8546,0.0000584,164,10
0.056,0.073,0.494,0.051,0.017,0.03,0.276,0.003,-3.0966,152.5292,0.005760075,157,10
0.01,0.011,0.014,0.003,0.008,0.011,0.94,0.003,-3.0966,152.5292,0.005760075,157,10
0.049,0.374,0.479,0.006,0.02,0.031,0.039,0.003,-3.0966,152.5292,0.005760075,157,10
0.094,0.108,0.637,0.013,0.033,0.052,0.061,0.003,-3.0966,152.5292,0.005760075,157,10
0.127,0.026,0.759,0.004,0.031,0.026,0.019,0.007,-3.0966,152.5292,0.005760075,157,10
0.493,0.053,0.244,0.006,0.017,0.052,0.131,0.004,-4.4064,152.3455,0.013214377,100,78
0.554,0.124,0.113,0.008,0.022,0.147,0.017,0.015,-4.4064,152.3455,0.013214377,100,78
0.078,0.024,0.584,0.005,0.007,0.034,0.231,0.038,-4.4064,152.3455,0.013214377,100,78
0.012,0.007,0.013,0.003,0.004,0.009,0.948,0.004,-4.4562,152.3073,0.033124019,124,78
0.293,0.052,0.269,0.011,0.012,0.046,0.291,0.025,-4.4562,152.3073,0.033124019,124,78
0.009,0.008,0.011,0.004,0.005,0.007,0.953,0.002,-4.4562,152.3073,0.033124019,124,78
0.631,0.063,0.024,0.003,0.009,0.014,0.253,0.003,-4.4562,152.3073,0.033124019,124,78
0.082,0.191,0.316,0.006,0.353,0.033,0.014,0.004,-4.4562,152.3073,0.033124019,124,78
0.617,0.061,0.023,0.002,0.008,0.015,0.269,0.004,-4.4562,152.3073,0.033124019,124,78
0.012,0.006,0.011,0.003,0.004,0.006,0.957,0.001,-4.4562,152.3073,0.033124019,124,78
0.029,0.027,0.017,0.003,0.027,0.029,0.853,0.016,-3.0966,152.5292,0.005760075,157,10
0.34,0.036,0.071,0.058,0.022,0.021,0.385,0.067,-3.0966,152.5292,0.005760075,157,10
0.551,0.031,0.254,0.002,0.004,0.012,0.141,0.005,-4.2146,151.8038,0.001572826,75,25
0.168,0.045,0.69,0.004,0.04,0.03,0.017,0.005,-4.2146,151.8038,0.001572826,75,25
0.574,0.135,0.023,0.001,0.01,0.066,0.186,0.006,-4.2146,151.8038,0.001572826,75,25
0.015,0.01,0.935,0.006,0.007,0.008,0.007,0.012,-4.2146,151.8038,0.001572826,75,25
0.099,0.086,0.626,0.002,0.124,0.03,0.013,0.021,-4.2146,151.8038,0.001572826,75,25
0.071,0.061,0.639,0.002,0.175,0.023,0.013,0.015,-4.2146,151.8038,0.001572826,75,25
0.02,0.03,0.831,0.003,0.014,0.014,0.082,0.007,-4.2146,151.8038,0.001572826,75,25
0.204,0.655,0.025,0.008,0.013,0.059,0.032,0.003,-4.2146,151.8038,0.001572826,75,25
0.148,0.692,0.033,0.003,0.018,0.074,0.028,0.004,-4.2146,151.8038,0.001572826,75,25
0.168,0.074,0.643,0.003,0.052,0.043,0.012,0.005,-4.2146,151.8038,0.001572826,75,25
0.022,0.046,0.776,0.006,0.027,0.044,0.076,0.004,-4.2146,151.8038,0.001572826,75,25
0.247,0.059,0.542,0.003,0.07,0.045,0.024,0.01,-4.2146,151.8038,0.001572826,75,25
0.035,0.043,0.841,0.006,0.027,0.014,0.03,0.003,-6.0816,149.6038,0.127150395,311,4
0.045,0.022,0.025,0.003,0.005,0.011,0.887,0.003,-6.0816,149.6038,0.127150395,311,4
0.016,0.01,0.95,0.002,0.011,0.005,0.003,0.002,-6.0816,149.6038,0.127150395,311,4
0.011,0.009,0.951,0.002,0.013,0.006,0.005,0.003,-6.0816,149.6038,0.127150395,311,4
0.025,0.051,0.846,0.004,0.013,0.03,0.026,0.005,-6.0816,149.6038,0.127150395,311,4
0.112,0.086,0.707,0.003,0.022,0.014,0.053,0.004,-6.0816,149.6038,0.127150395,311,4
0.937,0.015,0.013,0.003,0.006,0.011,0.008,0.008,-6.0816,149.6038,0.127150395,311,4
0.359,0.159,0.132,0.002,0.019,0.281,0.045,0.003,-6.0816,149.6038,0.127150395,311,4
0.014,0.014,0.932,0.003,0.022,0.007,0.006,0.003,-6.0816,149.6038,0.127150395,311,4
0.906,0.017,0.006,0.021,0.009,0.016,0.016,0.009,-6.0816,149.6038,0.127150395,311,4
0.019,0.043,0.193,0.003,0.016,0.014,0.709,0.003,-6.0816,149.6038,0.127150395,311,4
0.023,0.049,0.186,0.003,0.014,0.013,0.709,0.003,-6.0816,149.6038,0.127150395,311,4
0.136,0.246,0.324,0.007,0.148,0.047,0.086,0.006,-6.0816,149.6038,0.127150395,311,4
0.117,0.229,0.088,0.005,0.333,0.022,0.197,0.01,-6.0816,149.6038,0.127150395,311,4
0.901,0.013,0.008,0.021,0.007,0.028,0.011,0.011,-6.0816,149.6038,0.127150395,311,4
0.024,0.419,0.349,0.005,0.108,0.031,0.061,0.003,-6.0816,149.6038,0.127150395,311,4
0.088,0.024,0.811,0.015,0.029,0.01,0.008,0.015,-6.0816,149.6038,0.127150395,311,4
0.003,0.003,0.979,0.002,0.003,0.003,0.004,0.002,-6.0816,149.6038,0.127150395,311,4
0.447,0.096,0.096,0.011,0.135,0.193,0.021,0.002,-6.0816,149.6038,0.127150395,311,4
0.825,0.016,0.041,0.026,0.019,0.013,0.057,0.003,-6.0816,149.6038,0.127150395,311,4
0.159,0.063,0.039,0.009,0.082,0.261,0.386,0.002,-6.0816,149.6038,0.127150395,311,4
0.006,0.008,0.962,0.003,0.007,0.006,0.007,0.002,-6.0816,149.6038,0.127150395,311,4
0.013,0.006,0.009,0.01,0.005,0.006,0.944,0.007,-6.0816,149.6038,0.127150395,311,4
0.003,0.003,0.979,0.003,0.004,0.003,0.004,0.002,-6.0816,149.6038,0.127150395,311,4
0.919,0.011,0.01,0.006,0.01,0.014,0.014,0.015,-6.0816,149.6038,0.127150395,311,4
0.01,0.007,0.009,0.011,0.005,0.005,0.947,0.006,-6.0816,149.6038,0.127150395,311,4
0.011,0.009,0.944,0.004,0.011,0.011,0.006,0.003,-6.0816,149.6038,0.127150395,311,4
0.052,0.02,0.877,0.002,0.006,0.01,0.025,0.008,-6.0816,149.6038,0.127150395,311,4
0.042,0.05,0.361,0.007,0.01,0.017,0.509,0.003,-6.0816,149.6038,0.127150395,311,4
0.004,0.003,0.98,0.002,0.003,0.003,0.003,0.002,-6.0816,149.6038,0.127150395,311,4
0.004,0.004,0.972,0.004,0.005,0.004,0.003,0.004,-6.0816,149.6038,0.127150395,311,4
0.022,0.351,0.109,0.004,0.018,0.455,0.037,0.004,-6.0816,149.6038,0.127150395,311,4
0.016,0.073,0.77,0.003,0.025,0.092,0.009,0.012,-6.0816,149.6038,0.127150395,311,4
0.632,0.133,0.079,0.006,0.017,0.016,0.112,0.004,-6.0816,149.6038,0.127150395,311,4
0.008,0.004,0.966,0.002,0.003,0.004,0.007,0.006,-6.0816,149.6038,0.127150395,311,4
0.936,0.016,0.013,0.002,0.006,0.012,0.007,0.007,-6.0816,149.6038,0.127150395,311,4
0.013,0.008,0.955,0.004,0.005,0.007,0.004,0.004,-6.0816,149.6038,0.127150395,311,4
0.043,0.368,0.352,0.002,0.034,0.135,0.039,0.027,-6.0816,149.6038,0.127150395,311,4
0.004,0.004,0.976,0.003,0.003,0.003,0.004,0.003,-6.0816,149.6038,0.127150395,311,4
0.029,0.019,0.016,0.006,0.012,0.008,0.889,0.021,-6.0816,149.6038,0.127150395,311,4
0.129,0.017,0.787,0.004,0.009,0.033,0.017,0.004,-6.0816,149.6038,0.127150395,311,4
0.041,0.47,0.326,0.056,0.046,0.014,0.043,0.004,-6.0816,149.6038,0.127150395,311,4
0.011,0.009,0.955,0.004,0.005,0.007,0.005,0.005,-6.0816,149.6038,0.127150395,311,4
0.022,0.038,0.197,0.003,0.011,0.015,0.711,0.003,-6.0816,149.6038,0.127150395,311,4
0.294,0.024,0.027,0.114,0.033,0.034,0.471,0.004,-6.0816,149.6038,0.127150395,311,4
0.016,0.512,0.17,0.004,0.077,0.133,0.076,0.012,-6.0816,149.6038,0.127150395,311,4
0.202,0.16,0.122,0.005,0.044,0.047,0.418,0.003,-6.0816,149.6038,0.127150395,311,4
0.011,0.008,0.009,0.009,0.005,0.005,0.946,0.007,-6.0816,149.6038,0.127150395,311,4
0.937,0.016,0.013,0.003,0.006,0.011,0.009,0.007,-6.0816,149.6038,0.127150395,311,4
0.12,0.324,0.074,0.008,0.033,0.365,0.071,0.005,-5.5004,150.3455,0.008542845,73,15
0.213,0.134,0.056,0.002,0.078,0.477,0.034,0.006,-5.5004,150.3455,0.008542845,73,15
0.009,0.125,0.645,0.003,0.006,0.191,0.018,0.003,-5.5004,150.3455,0.008542845,73,15
0.117,0.197,0.102,0.004,0.01,0.327,0.241,0.003,-5.5004,150.3455,0.008542845,73,15
0.032,0.418,0.407,0.002,0.012,0.026,0.099,0.003,-5.5004,150.3455,0.008542845,73,15
0.635,0.019,0.243,0.003,0.038,0.018,0.041,0.003,-5.5004,150.3455,0.008542845,73,15
0.01,0.121,0.668,0.002,0.005,0.177,0.014,0.002,-5.5004,150.3455,0.008542845,73,15
0.142,0.496,0.082,0.002,0.092,0.141,0.039,0.006,-5.5004,150.3455,0.008542845,73,15
0.035,0.169,0.014,0.002,0.01,0.583,0.079,0.108,-5.5004,150.3455,0.008542845,73,15
0.098,0.351,0.061,0.006,0.014,0.317,0.125,0.028,-5.5004,150.3455,0.008542845,73,15
0.037,0.362,0.291,0.003,0.038,0.181,0.084,0.005,-5.5004,150.3455,0.008542845,73,15
0.494,0.014,0.382,0.009,0.007,0.012,0.076,0.006,-5.5004,150.3455,0.008542845,73,15
0.04,0.091,0.332,0.009,0.088,0.052,0.379,0.009,-5.5004,150.3455,0.008542845,73,15
0.059,0.011,0.764,0.004,0.006,0.009,0.012,0.135,-5.5004,150.3455,0.008542845,73,15
0.195,0.175,0.263,0.002,0.091,0.205,0.061,0.007,-5.5004,150.3455,0.008542845,73,15
0.042,0.173,0.024,0.009,0.086,0.021,0.638,0.006,-5.5004,150.3455,0.008542845,73,15
0.055,0.643,0.127,0.005,0.012,0.142,0.016,0.002,-5.5004,150.3455,0.008542845,73,15
0.012,0.132,0.666,0.002,0.006,0.158,0.022,0.002,-5.5004,150.3455,0.008542845,73,15
0.011,0.016,0.878,0.009,0.036,0.033,0.013,0.004,-5.5004,150.3455,0.008542845,73,15
0.006,0.041,0.88,0.006,0.023,0.029,0.011,0.003,-5.5004,150.3455,0.008542845,73,15
0.022,0.056,0.867,0.003,0.007,0.029,0.014,0.003,-5.5004,150.3455,0.008542845,73,15
0.216,0.035,0.483,0.003,0.019,0.021,0.22,0.003,-5.5004,150.3455,0.008542845,73,15
0.751,0.161,0.029,0.006,0.017,0.013,0.019,0.005,-5.3221,151.0106,0.004476788,52,21
0.944,0.006,0.016,0.004,0.005,0.008,0.011,0.007,-5.3221,151.0106,0.004476788,52,21
0.026,0.025,0.069,0.023,0.007,0.008,0.838,0.004,-5.3221,151.0106,0.004476788,52,21
0.271,0.075,0.052,0.004,0.023,0.045,0.526,0.003,-5.3221,151.0106,0.004476788,52,21
0.018,0.016,0.041,0.047,0.006,0.006,0.865,0.002,-5.3221,151.0106,0.004476788,52,21
0.841,0.041,0.011,0.006,0.015,0.039,0.044,0.004,-5.3221,151.0106,0.004476788,52,21
0.903,0.018,0.013,0.002,0.005,0.007,0.052,0.002,-5.3221,151.0106,0.004476788,52,21
0.924,0.012,0.022,0.005,0.01,0.007,0.011,0.009,-5.3221,151.0106,0.004476788,52,21
0.658,0.1,0.143,0.005,0.031,0.03,0.032,0.002,-5.3221,151.0106,0.004476788,52,21
0.144,0.134,0.281,0.038,0.019,0.368,0.006,0.01,-5.3221,151.0106,0.004476788,52,21
0.022,0.02,0.056,0.02,0.007,0.008,0.865,0.002,-5.3221,151.0106,0.004476788,52,21
0.035,0.027,0.863,0.005,0.006,0.028,0.032,0.004,-5.3221,151.0106,0.004476788,52,21
0.067,0.049,0.142,0.036,0.006,0.014,0.684,0.002,-5.3221,151.0106,0.004476788,52,21
0.058,0.049,0.181,0.006,0.012,0.014,0.672,0.008,-5.3221,151.0106,0.004476788,52,21
0.389,0.185,0.197,0.006,0.011,0.043,0.023,0.146,-5.3221,151.0106,0.004476788,52,21
0.871,0.022,0.033,0.009,0.012,0.01,0.008,0.035,-5.3221,151.0106,0.004476788,52,21
0.882,0.02,0.052,0.002,0.005,0.013,0.023,0.003,-5.3221,151.0106,0.004476788,52,21
0.838,0.012,0.022,0.003,0.013,0.035,0.011,0.067,-5.3221,151.0106,0.004476788,52,21
0.321,0.023,0.564,0.007,0.008,0.031,0.027,0.018,-5.3221,151.0106,0.004476788,52,21
0.527,0.015,0.379,0.018,0.009,0.018,0.024,0.01,-5.3221,151.0106,0.004476788,52,21
0.035,0.054,0.019,0.003,0.02,0.025,0.84,0.004,-5.3221,151.0106,0.004476788,52,21
0.016,0.006,0.016,0.006,0.006,0.013,0.933,0.004,-5.845,155.157,0.022510092,131,12
0.079,0.171,0.019,0.004,0.02,0.612,0.024,0.072,-8.433,151.1191,0.011268405,14,32
0.005,0.003,0.002,0.003,0.003,0.005,0.968,0.009,-8.433,151.1191,0.011268405,14,32
0.005,0.005,0.003,0.004,0.004,0.01,0.961,0.009,-8.433,151.1191,0.011268405,14,32
0.013,0.009,0.003,0.001,0.007,0.015,0.948,0.004,-8.433,151.1191,0.011268405,14,32
0.008,0.033,0.017,0.005,0.909,0.018,0.004,0.007,-8.8944,148.1124,0.325494632,546,6
0.703,0.053,0.086,0.004,0.045,0.04,0.063,0.005,-8.8944,148.1124,0.325494632,546,6
0.103,0.655,0.038,0.012,0.025,0.078,0.087,0.002,-8.8944,148.1124,0.325494632,546,6
0.028,0.206,0.024,0.005,0.02,0.658,0.039,0.02,-8.8944,148.1124,0.325494632,546,6
0.035,0.711,0.058,0.023,0.013,0.11,0.049,0.002,-8.8944,148.1124,0.325494632,546,6
0.13,0.607,0.031,0.002,0.025,0.052,0.151,0.002,-8.8944,148.1124,0.325494632,546,6
0.026,0.504,0.205,0.012,0.197,0.044,0.01,0.002,-9.1872,149.2564,0.00097326,106,4
0.018,0.096,0.012,0.007,0.032,0.267,0.564,0.004,-9.1872,149.2564,0.00097326,106,4
0.012,0.693,0.005,0.016,0.167,0.095,0.008,0.004,-4.5721,141.1954,1.735207246,386,2
0.021,0.202,0.01,0.004,0.015,0.709,0.03,0.008,-4.6297,141.1048,1.824772456,262,2
0.021,0.316,0.057,0.004,0.081,0.166,0.275,0.081,-4.6297,141.1048,1.824772456,262,2
0.074,0.14,0.011,0.004,0.377,0.339,0.014,0.04,-4.6297,141.1048,1.824772456,262,2
0.909,0.025,0.007,0.003,0.018,0.011,0.019,0.007,-4.6297,141.1048,1.824772456,262,2
0.109,0.478,0.015,0.008,0.027,0.334,0.026,0.003,-4.6297,141.1048,1.824772456,262,2
0.117,0.099,0.029,0.005,0.251,0.465,0.028,0.006,-4.6297,141.1048,1.824772456,262,2
0.012,0.095,0.013,0.003,0.046,0.807,0.015,0.007,-4.6297,141.1048,1.824772456,262,2
0.567,0.1,0.017,0.009,0.073,0.103,0.124,0.007,-4.6199,141.0803,1.826449788,184,2
0.019,0.006,0.004,0.002,0.882,0.007,0.011,0.068,-4.6199,141.0803,1.826449788,184,2
0.755,0.08,0.027,0.005,0.05,0.026,0.029,0.029,-4.6199,141.0803,1.826449788,184,2
0.025,0.142,0.024,0.003,0.739,0.057,0.008,0.003,-4.6199,141.0803,1.826449788,184,2
0.018,0.711,0.057,0.002,0.074,0.101,0.036,0.002,-4.6199,141.0803,1.826449788,184,2
0.05,0.202,0.025,0.002,0.032,0.283,0.403,0.003,-4.6199,141.0803,1.826449788,184,2
0.028,0.037,0.006,0.002,0.891,0.016,0.015,0.006,-4.6199,141.0803,1.826449788,184,2
0.915,0.018,0.013,0.003,0.019,0.012,0.016,0.004,-4.6277,141.0965,1.826491493,303,2
0.144,0.095,0.015,0.004,0.046,0.667,0.023,0.005,-4.6277,141.0965,1.826491493,303,2
0.026,0.019,0.903,0.007,0.01,0.025,0.006,0.003,-6.2701,149.7035,0.001388022,86,4
0.141,0.086,0.167,0.043,0.025,0.033,0.503,0.002,-6.2701,149.7035,0.001388022,86,4
0.018,0.652,0.102,0.009,0.011,0.046,0.152,0.009,-6.2701,149.7035,0.001388022,86,4
0.068,0.142,0.052,0.005,0.022,0.045,0.66,0.006,-6.2701,149.7035,0.001388022,86,4
0.171,0.108,0.186,0.042,0.05,0.172,0.262,0.009,-6.2701,149.7035,0.001388022,86,4
0.058,0.133,0.446,0.009,0.055,0.093,0.192,0.014,-6.2701,149.7035,0.001388022,86,4
0.285,0.377,0.035,0.005,0.011,0.155,0.129,0.004,-5.3154,154.6301,0.057659969,60,22
0.877,0.016,0.019,0.011,0.035,0.031,0.007,0.004,-8.0719,147.9895,0.000887865,40,6
0.046,0.778,0.025,0.003,0.082,0.05,0.006,0.01,-8.0719,147.9895,0.000887865,40,6
0.064,0.33,0.296,0.004,0.064,0.162,0.062,0.018,-8.0719,147.9895,0.000887865,40,6
0.895,0.015,0.025,0.01,0.016,0.026,0.007,0.006,-8.0719,147.9895,0.000887865,40,6
0.277,0.336,0.244,0.004,0.011,0.062,0.063,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.283,0.067,0.373,0.003,0.011,0.064,0.17,0.029,-6.614711703,147.8540715,0.002335677,202,33
0.831,0.046,0.009,0.004,0.01,0.036,0.022,0.041,-6.614711703,147.8540715,0.002335677,202,33
0.855,0.06,0.027,0.002,0.017,0.023,0.014,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.021,0.485,0.095,0.006,0.261,0.094,0.03,0.009,-6.614711703,147.8540715,0.002335677,202,33
0.047,0.42,0.014,0.005,0.034,0.207,0.244,0.029,-6.614711703,147.8540715,0.002335677,202,33
0.017,0.058,0.011,0.01,0.016,0.857,0.025,0.007,-6.614711703,147.8540715,0.002335677,202,33
0.513,0.02,0.039,0.003,0.034,0.066,0.321,0.004,-6.614711703,147.8540715,0.002335677,202,33
0.041,0.303,0.361,0.004,0.032,0.021,0.235,0.001,-6.614711703,147.8540715,0.002335677,202,33
0.046,0.429,0.203,0.006,0.047,0.225,0.02,0.024,-6.614711703,147.8540715,0.002335677,202,33
0.801,0.045,0.008,0.013,0.037,0.085,0.008,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.022,0.906,0.024,0.002,0.006,0.015,0.022,0.004,-6.614711703,147.8540715,0.002335677,202,33
0.093,0.061,0.015,0.009,0.02,0.782,0.013,0.008,-6.614711703,147.8540715,0.002335677,202,33
0.278,0.056,0.006,0.002,0.018,0.499,0.137,0.005,-6.614711703,147.8540715,0.002335677,202,33
0.03,0.045,0.023,0.002,0.012,0.432,0.45,0.006,-6.614711703,147.8540715,0.002335677,202,33
0.055,0.064,0.018,0.002,0.027,0.079,0.752,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.005,0.96,0.008,0.001,0.006,0.008,0.009,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.796,0.068,0.01,0.014,0.014,0.04,0.027,0.033,-6.614711703,147.8540715,0.002335677,202,33
0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.994,-6.614711703,147.8540715,0.002335677,202,33
0.025,0.761,0.006,0.004,0.138,0.054,0.011,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.009,0.959,0.008,0.002,0.006,0.007,0.007,0.002,-6.614711703,147.8540715,0.002335677,202,33
0.721,0.082,0.009,0.01,0.037,0.127,0.011,0.003,-6.614711703,147.8540715,0.002335677,202,33
0.285,0.279,0.013,0.01,0.038,0.187,0.182,0.006,-6.614711703,147.8540715,0.002335677,202,33
0.008,0.941,0.013,0.001,0.008,0.01,0.016,0.003,-6.614711703,147.8540715,0.002335677,202,33
